,ConBase,ConStove,ConOven,ConDHW,Qheat,Qcool
2218,0.199056667,0,0,0.261946667,0.014053062,0
2219,0.199961667,0.012,0,0.003344,0.013528083,0
2220,0.170156667,0.216,0,0.151873333,0.013056212,0
2221,0.19262,0,0,0.023408,0.012079249,0
2222,0.191736667,0,0,0.140935667,0.011098764,0
2223,0.171686667,0,0,0.021736,0.010504314,0
2224,0.158661667,0,0,0.135153333,0.009753844,0
2225,0.162311667,0,0,0.126793333,0.007124846,0
2226,0.177431667,0,0,0,0.001864823,0
2227,0.180206667,0.06,0.025,0.258602667,0.002175753,0
2228,0.216416667,0,0,0.145951667,0,0
2229,0.239091667,0,0,0.299357667,0.014502521,0
2230,0.208323333,0,0,0.003344,0.004500498,0
2231,0.162846667,0,0,0.001672,0.01129243,0
2232,0.141666667,0,0,0,0.013132228,0
2233,0.141666667,0,0,0,0.013691966,0
2234,0.141666667,0,0,0.126793333,0.01419524,0
2235,0.142346667,0,0,0,0.014140617,0
2236,0.141666667,0,0,0.065068667,0.01231265,0
2237,0.141666667,0,0,0.136825333,0.005102104,0
2238,0.142946667,0,0,0.462168667,0.014618315,0
2239,0.150321667,0,0,0.263618667,0.006054602,0
2240,0.147086667,0,0,0.039988667,0,0
2241,0.234206667,0,0,0.063396667,0.002400251,0
2242,0.268356667,0.036,0,0.006688,0.012398593,0
2243,0.208533333,0.192,0,0.013376,0.009577995,0
2244,0.15681,0.156,0,0.010032,0.008604532,0
2245,0.181465,0.024,0,0.024940667,0.007081166,0
2246,0.18677,0,0,0.029956667,0.006011704,0
2247,0.181756667,0,0,0.021596667,0.005325806,0
2248,0.171696667,0,0,0,0.003677974,0
2249,0.206176667,0,0,0.001672,0.002424991,0
2250,0.201486667,0,0,0.003344,0.001276255,0
2251,0.19768,0,0,0.011704,0.00695001,0
2252,0.22722,0,0,0.039083,0.001036438,0
2253,0.26491,0,0,0.003344,0.002539767,0
2254,0.200391667,0,0,0.126793333,0.008071197,0
